NAICS code,caption,trir,dart
44619,Other health and personal care stores,0,0.6
447,Gasoline stations,2.2,1.0
4471,Gasoline stations,2.2,1.0
44711,Gasoline stations with convenience stores,2.0,1.0
44719,Other gasoline stations,3.1,1.2
448,Clothing and clothing accessories stores,2.0,0.7
4481,Clothing stores,2.2,0.8
44811,Mens clothing stores,1.2,0.3
44812,Womens clothing stores,1.5,0.6
44813,Childrens and infants clothing stores,2.4,0.8
44814,Family clothing stores,2.6,0
44815,Clothing accessories stores,0.9,0.5
44819,Other clothing stores,0,0.9
4482,Shoe stores,1.7,0.6
4483,"Jewelry, luggage, and leather goods stores",0,0.5
44831,Jewelry stores,0,0.5
451,"Sporting goods, hobby, book, and music stores",2.5,1.3
4511,"Sporting goods, hobby, and musical instrument stores",2.6,1.4
45111,Sporting goods stores,2.3,1.1
45112,"Hobby, toy, and game stores",2.8,1.7
45113,"Sewing, needlework, and piece goods stores",5.2,3.2
45114,Musical instrument and supplies stores,1.4,0.7
4512,Book stores and news dealers,1.8,1.1
45121,Book stores and news dealers,1.8,1.1
451211,Book stores,1.7,1.0
451212,News dealers and newsstands,2.8,1.4
452,General merchandise stores,4.1,2.5
4521,Department stores,3.6,2.1
4529,Other general merchandise stores,4.4,2.7
45291,Warehouse clubs and supercenters,4.7,3.0
45299,All other general merchandise stores,3.3,1.7
453,Miscellaneous store retailers,3.0,1.6
4531,Florists,3.5,1.9
4532,"Office supplies, stationery, and gift stores",1.5,0.8
45321,Office supplies and stationery stores,2.2,1.2
45322,"Gift, novelty, and souvenir stores",0.8,0.4
4533,Used merchandise stores,4.4,2.6
4539,Other miscellaneous store retailers,3.3,1.6
45391,Pet and pet supplies stores,8.0,3.5
45399,All other miscellaneous store retailers,1.1,0.8
454,Nonstore retailers,2.5,1.7
4541,Electronic shopping and mail-order houses,2.0,1.3
45411,Electronic shopping and mail-order houses,2.0,1.3
454111,Electronic shopping,2.0,1.4
454113,Mail-order houses,2.0,1.3
4542,Vending machine operators,4.5,2.6
4543,Direct selling establishments,3.3,2.6
45431,Fuel dealers,4.1,3.2
45439,Other direct selling establishments,2.3,1.8
48-49,Transportation and warehousing,4.6,3.3
481,Air transportation,6.1,4.8
4811,Scheduled air transportation,6.5,5.2
48111,Scheduled air transportation,6.5,5.2
481111,Scheduled passenger air transportation,6.6,5.3
481112,Scheduled freight air transportation,2.3,1.7
4812,Nonscheduled air transportation,2.6,1.4
482,Rail transportation,2.1,1.5
483,Water transportation,2.2,1.0
4831,"Deep sea, coastal, and great lakes water transportation",0,0
48311,"Deep sea, coastal, and great lakes water transportation",0,0
483112,Deep sea passenger transportation,2.4,0.5
483113,Coastal and great lakes freight transportation,1.9,1.4
4832,Inland water transportation,2.3,1.4
48321,Inland water transportation,2.3,1.4
483211,Inland water freight transportation,1.8,1.4
484,Truck transportation,4.2,2.9
4841,General freight trucking,4.1,2.8
48411,"General freight trucking, local",3.4,2.5
48412,"General freight trucking, long-distance",4.3,2.9
4842,Specialized freight trucking,4.5,3.0
48421,Used household and office goods moving,7.4,4.7
48422,"Specialized freight (except used goods) trucking, local",3.9,2.6
48423,"Specialized freight (except used goods) trucking, long-distance",3.9,2.9
485,Transit and ground passenger transportation,3.9,2.6
4851,Urban transit systems,5.0,3.8
4853,Taxi and limousine service,2.4,1.7
48531,Taxi service,2.6,1.7
48532,Limousine service,2.1,1.6
4854,School and employee bus transportation,4.1,2.6
4855,Charter bus industry,2.7,2.1
4859,Other transit and ground passenger transportation,4.1,2.7
486,Pipeline transportation,1.0,0.8
4862,Pipeline transportation of natural gas,1.6,1.3
487,Scenic and sightseeing transportation,2.5,1.6
4871,"Scenic and sightseeing transportation, land",3.7,2.5
4872,"Scenic and sightseeing transportation, water",1.8,1.1
4879,"Scenic and sightseeing transportation, other",1.2,0.5
488,Support activities for transportation,3.1,1.9
4881,Support activities for air transportation,4.0,2.2
4882,Support activities for rail transportation,2.8,2.0
4883,Support activities for water transportation,5.0,3.6
48831,Port and harbor operations,2.2,1.7
48833,Navigational services to shipping,2.3,1.2
48839,Other support activities for water transportation,2.7,2.1
4884,Support activities for road transportation,3.4,2.2
48841,Motor vehicle towing,3.4,1.9
48849,Other support activities for road transportation,3.5,2.8
4885,Freight transportation arrangement,1.5,0.9
4889,Other support activities for transportation,2.0,1.2
492,Couriers and messengers,7.9,6.0
4921,Couriers and express delivery services,8.2,6.4
4922,Local messengers and local delivery,4.7,2.9
493,Warehousing and storage,5.1,3.7
4931,Warehousing and storage,5.1,3.7
49311,General warehousing and storage,5.2,3.9
49312,Refrigerated warehousing and storage,4.6,3.5
49313,Farm product warehousing and storage,2.7,0.8
49319,Other warehousing and storage,2.8,2.3
22,Utilities,2.0,1.1
221,Utilities,2.0,1.1
2211,"Electric power generation, transmission and distribution",1.9,1.0
22111,Electric power generation,1.5,0.7
221112,Fossil fuel electric power generation,1.7,0.8
221113,Nuclear electric power generation,0.2,0.0
221117,Biomass electric power generation,6.4,2.1
22112,"Electric power transmission, control, and distribution",2.2,1.2
2212,Natural gas distribution,1.9,1.1
2213,"Water, sewage and other systems",3.0,1.6
22131,Water supply and irrigation systems,3.2,1.8
22132,Sewage treatment facilities,2.6,1.1
51,Information,1.3,0.8
511,Publishing industries (except internet),0.7,0.3
5111,"Newspaper, periodical, book, and directory publishers",1.1,0.5
51111,Newspaper publishers,1.8,0.9
51112,Periodical publishers,0.4,0.1
51113,Book publishers,0.5,0.1
51114,Directory and mailing list publishers,1.3,0.5
51119,Other publishers,0.8,0.5
5112,Software publishers,0.3,0.2
512,Motion picture and sound recording industries,1.7,0.5
5121,Motion picture and video industries,1.8,0.5
51213,Motion picture and video exhibition,2.8,0.7
5122,Sound recording industries,1.2,0.5
51221,Record production,0,0
51222,Integrated record production/distribution,0.7,0
51223,Music publishers,3.7,1.5
515,Broadcasting (except internet),1.3,0.7
5151,Radio and television broadcasting,1.0,0.4
51511,Radio broadcasting,0.4,0.1
51512,Television broadcasting,1.4,0.6
5152,Cable and other subscription programming,2.4,1.8
517,Telecommunications,2.4,1.7
5171,Wired telecommunications carriers,3.0,2.2
5172,Wireless telecommunications carriers (except satellite),0.7,0.4
5179,Other telecommunications,0.1,0.1
518,"Data processing, hosting, and related services",0.5,0.2
519,Other information services,0.4,0.3
5191,Other information services,0.4,0.3
51911,News syndicates,0.3,0.2
51912,Libraries and archives,3.2,2.6
51913,Internet publishing and broadcasting and web search portals,0.2,0.1
51919,All other information services,0.2,0
52,Finance and insurance,0.5,0.2
521,Monetary authorities-central bank,1.0,0.3
522,Credit intermediation and related activities,0.6,0.2
5221,Depository credit intermediation,0.7,0.3
52212,Savings institutions,0.4,0.2
5222,Nondepository credit intermediation,0.4,0.1
52221,Credit card issuing,0.3,0.1
52222,Sales financing,0.3,0.1
52229,Other nondepository credit intermediation,0.4,0.1
5223,Activities related to credit intermediation,0.3,0.1
52232,"Financial transactions processing, reserve, and clearinghouse activities",0.5,0.1
52239,Other activities related to credit intermediation,0.3,0.1
523,"Securities, commodity contracts, and other financial investments and related activities",0.3,0.1
5231,Securities and commodity contracts intermediation and brokerage,0.4,0.1
52312,Securities brokerage,0.3,0.0
52314,Commodity contracts brokerage,0,0
5239,Other financial investment activities,0.3,0.1
52392,Portfolio management,0.2,0.0
524,Insurance carriers and related activities,0.4,0.2
5241,Insurance carriers,0.6,0.2
52411,"Direct life, health, and medical insurance carriers",0.6,0.2
52412,"Direct insurance (ex. life, health, and medical) carriers",0.5,0.2
52413,Reinsurance carriers,0.2,0.1
5242,"Agencies, brokerages, and other insurance related activities",0.3,0.1
52421,Insurance agencies and brokerages,0.3,0.1
52429,Other insurance related activities,0.4,0.1
525,"Funds, trusts, and other financial vehicles",0,0
5259,Other investment pools and funds,0,0
53,Real estate and rental and leasing,2.4,1.5
531,Real estate,2.2,1.3
5311,Lessors of real estate,2.9,1.6
53111,Lessors of residential buildings and dwellings,3.3,1.7
53112,Lessors of nonresidential buildings (except miniwarehouses),0,1.5
53119,Lessors of other real estate property,3.2,2.0
5312,Offices of real estate agents and brokers,0.6,0.4
5313,Activities related to real estate,2.3,1.4
53131,Real estate property managers,2.7,1.6
53139,Other activities related to real estate,0.4,0.2
532,Rental and leasing services,3.2,2.0
5322,Consumer goods rental,0,0
53223,Video tape and disc rental,0,0
53229,Other consumer goods rental,3.4,1.7
5323,General rental centers,3.4,1.7
5324,Commercial and industrial machinery and equipment rental and leasing,1.3,1.0
53241,"Construction, transportation, mining, and forestry machinery and equipment rental and leasing",1.3,0.9
53249,Other commercial and industrial machinery and equipment rental and leasing,1.3,1.1
533,Lessors of nonfinancial intangible assets (except copyrighted works),0.5,0
54,"Professional, scientific, and technical services",0.8,0.3
541,"Professional, scientific, and technical services",0.8,0.3
5411,Legal services,0.4,0.1
5412,"Accounting, tax preparation, bookkeeping, and payroll services",0.4,0.2
54121,"Accounting, tax preparation, bookkeeping, and payroll services",0.4,0.2
541211,Offices of certified public accountants,0.2,0.1
541219,Other accounting services,0.5,0.3
5413,"Architectural, engineering, and related services",0.7,0.4
54131,Architectural services,0.3,0.2
54133,Engineering services,0.7,0.4
54134,Drafting services,0,0
54137,Surveying and mapping (except geophysical) services,0.8,0.3
54138,Testing laboratories,1.3,0.7
5414,Specialized design services,0.5,0.3
5415,Computer systems design and related services,0.3,0.1
54151,Computer systems design and related services,0.3,0.1
541511,Custom computer programming services,0,0.1
541512,Computer systems design services,0.2,0.1
541513,Computer facilities management services,0.8,0.6
541519,Other computer related services,0.4,0.2
5416,"Management, scientific, and technical consulting services",0.5,0.3
54161,Management consulting services,0.4,0.2
54162,Environmental consulting services,0.4,0.3
54169,Other scientific and technical consulting services,0.9,0.7
5417,Scientific research and development services,0.9,0.4
5418,"Advertising, public relations, and related services",0.9,0.5
5419,"Other professional, scientific, and technical services",5.4,1.6
54191,Marketing research and public opinion polling,0.5,0.2
54192,Photographic services,0.7,0.4
54193,Translation and interpretation services,0.2,0
54194,Veterinary services,9.8,2.7
55,Management of companies and enterprises,0.9,0.4
56,Administrative and support and waste management and remediation services,2.2,1.3
561,Administrative and support services,2.1,1.2
5611,Office administrative services,0,0.4
5612,Facilities support services,3.5,2.1
5613,Employment services,1.2,0.5
56131,Employment placement agencies and executive search services,1.0,0.4
56132,Temporary help services,1.0,0.4
56133,Professional employer organizations,0,1.2
5614,Business support services,0.8,0.4
56141,Document preparation services,0.3,0.1
56142,Telephone call centers,0.9,0.4
56143,Business service centers,0.7,0.5
56144,Collection agencies,0.6,0.3
56145,Credit bureaus,0.2,0
56149,Other business support services,1.1,0.7
5615,Travel arrangement and reservation services,0.6,0.2
56151,Travel agencies,0.2,0.1
56152,Tour operators,0.6,0.2
56159,Other travel arrangement and reservation services,1.0,0.4
5616,Investigation and security services,1.4,0.9
56161,"Investigation, guard, and armored car services",1.5,1.0
561611,Investigation services,0.5,0.3
561612,Security guards and patrol services,1.4,0.9
561613,Armored car services,3.8,2.9
56162,Security systems services,1.2,0.6
5617,Services to buildings and dwellings,3.4,2.1
56171,Exterminating and pest control services,2.6,2.0
56172,Janitorial services,3.1,1.9
56173,Landscaping services,4.0,2.4
56174,Carpet and upholstery cleaning services,0,2.7
56179,Other services to buildings and dwellings,2.4,1.9
5619,Other support services,0,1.4
562,Waste management and remediation services,4.2,2.7
5621,Waste collection,5.0,3.4
56211,Waste collection,5.0,3.4
562111,Solid waste collection,5.1,3.4
562112,Hazardous waste collection,3.5,1.7
562119,Other waste collection,6.0,5.4
5622,Waste treatment and disposal,3.8,2.4
56221,Waste treatment and disposal,3.8,2.4
562212,Solid waste landfill,5.3,3.7
562213,Solid waste combustors and incinerators,1.3,1.3
562219,Other nonhazardous waste treatment and disposal,4.2,3.1
5629,Remediation and other waste management services,0,0
56291,Remediation services,2.5,1.1
56292,Materials recovery facilities,9.8,5.8
56299,All other waste management services,3.2,2.4
61,Educational services,1.9,0.8
611,Educational services,1.9,0.8
6111,Elementary and secondary schools,2.8,1.1
6112,Junior colleges,0.9,0.5
6113,"Colleges, universities, and professional schools",1.7,0.7
6114,Business schools and computer and management training,1.1,0.3
61142,Computer training,0,0
61143,Professional and management development training,1.5,0.4
6115,Technical and trade schools,0.8,0.2
6116,Other schools and instruction,0,0
61161,Fine arts schools,0.2,0.1
61162,Sports and recreation instruction,0,1.8
61169,All other schools and instruction,1.2,0.6
6117,Educational support services,0,0.5
62,Health care and social assistance,4.1,1.9
621,Ambulatory health care services,2.5,0.9
6211,Offices of physicians,0,0
62111,Offices of physicians,0,0
621112,"Offices of physicians, mental health specialists",1.2,0.5
6213,Offices of other health practitioners,1.1,0.5
6214,Outpatient care centers,3.9,1.0
6215,Medical and diagnostic laboratories,2.1,0.7
6216,Home health care services,2.6,1.4
6219,Other ambulatory health care services,5.8,3.1
62191,Ambulance services,7.1,4.1
62199,All other ambulatory health care services,4.1,1.8
622,Hospitals,5.7,2.3
6221,General medical and surgical hospitals,5.7,2.2
6222,Psychiatric and substance abuse hospitals,7.8,4.5
6223,Specialty (except psychiatric and substance abuse) hospitals,4.7,2.4
623,Nursing and residential care facilities,6.3,3.8
6231,Nursing care facilities (skilled nursing facilities),6.4,4.0
6232,"Residential intellectual and developmental disability, mental health, and substance abuse facilities",6.2,3.6
6233,Continuing care retirement communities and assisted living facilities for the elderly,6.2,3.6
6239,Other residential care facilities,5.8,3.0
624,Social assistance,2.7,1.4
6241,Individual and family services,2.7,1.3
62411,Child and youth services,2.0,0.9
62412,Services for the elderly and persons with disabilities,2.9,1.5
62419,Other individual and family services,2.4,1.0
6242,"Community food and housing, and emergency and other relief services",3.6,2.0
62421,Community food services,4.4,1.9
62422,Community housing services,3.8,2.2
62423,Emergency and other relief services,2.0,1.2
6243,Vocational rehabilitation services,4.8,2.7
6244,Child day care services,1.7,0.9
71,"Arts, entertainment, and recreation",4.2,2.2
711,"Performing arts, spectator sports, and related industries",5.7,3.0
7111,Performing arts companies,5.9,2.4
7112,Spectator sports,0,0
71121,Spectator sports,0,0
711212,Racetracks,3.8,1.5
7113,"Promoters of performing arts, sports, and similar events",3.4,1.6
7114,"Agents and managers for artists, athletes, entertainers, and other public figures",0.5,0.1
712,"Museums, historical sites, and similar institutions",3.7,1.7
713,"Amusement, gambling, and recreation industries",3.8,2.1
7131,Amusement parks and arcades,6.2,4.5
71311,Amusement and theme parks,6.7,4.9
7132,Gambling industries,3.4,1.9
7139,Other amusement and recreation industries,3.5,1.6
71391,Golf courses and country clubs,4.0,1.8
71392,Skiing facilities,10.2,6.0
71393,Marinas,3.3,2.6
71394,Fitness and recreational sports centers,2.5,1.1
71395,Bowling centers,2.7,1.3
71399,All other amusement and recreation industries,3.7,1.6
72,Accommodation and food services,3.2,1.3
721,Accommodation,4.3,2.4
7211,Traveler accommodation,4.4,2.5
72111,Hotels (except casino hotels) and motels,4.5,2.6
72112,Casino hotels,3.8,2.0
72119,Other traveler accommodation,2.3,1.8
7212,Rv (recreational vehicle) parks and recreational camps,3.0,1.1
72121,Rv (recreational vehicle) parks and recreational camps,3.0,1.1
721211,Rv (recreational vehicle) parks and campgrounds,1.1,0.4
7213,Rooming and boarding houses,4.0,3.0
722,Food services and drinking places,3.0,1.1
7223,Special food services,3.7,1.8
7224,Drinking places (alcoholic beverages),1.2,0.4
7225,Restaurants and other eating places,3.0,1.0
72251,Restaurants and other eating places,3.0,1.0
722511,Full-service restaurants,2.8,1.0
722513,Limited-service restaurants,3.0,1.1
722514,"Cafeterias, grill buffets, and buffets",3.3,1.5
722515,Snack and nonalcoholic beverage bars,4.7,1.1
81,Other services (except public administration),2.1,1.1
811,Repair and maintenance,2.6,1.4
8111,Automotive repair and maintenance,2.6,1.4
8112,Electronic and precision equipment repair and maintenance,0,1.2
8113,Commercial and industrial machinery and equipment (ex auto and electronic) repair and maintenance,2.7,1.5
8114,Personal and household goods repair and maintenance,2.3,0.7
812,Personal and laundry services,1.8,1.1
8121,Personal care services,0.5,0.4
8122,Death care services,2.6,1.6
8123,Drycleaning and laundry services,3.1,2.2
81232,Drycleaning and laundry services (except coin-operated),1.1,0.6
81233,Linen and uniform supply,5.1,3.8
812331,Linen supply,5.8,4.0
812332,Industrial launderers,4.5,3.5
8129,Other personal services,2.6,1.3
81291,Pet care (except veterinary) services,5.2,2.3
81292,Photofinishing,1.6,0.9
81293,Parking lots and garages,1.6,1.0
813,"Religious, grantmaking, civic, professional, and similar organizations",1.7,0.7
61,Educational services,1.8,0.8
611,Educational services,1.8,0.8
6113,"Colleges, universities, and professional schools",1.8,0.8
62,Health care and social assistance,7.1,4.1
622,Hospitals,7.7,4.3
623,Nursing and residential care facilities,10.9,7.0
92,Public administration,3.8,1.9
922,"Justice, public order, and safety activities",5.9,3.1
9221,"Justice, public order, and safety activities",5.9,3.1
92212,Police protection,7.2,3.4
92214,Correctional institutions,7.9,4.1
22,Utilities,5.0,2.7
221,Utilities,5.0,2.7
2213,"Water, sewage and other systems",5.4,3.0
61,Educational services,3.8,1.5
611,Educational services,3.8,1.5
6111,Elementary and secondary schools,3.9,1.5
62,Health care and social assistance,4.8,2.0
622,Hospitals,5.1,1.9
623,Nursing and residential care facilities,6.0,3.9
92,Public administration,6.5,3.5
